0,D1,J-1,O-1-1,Working Started,A
0,B3,J-2,O-2-1,Working Started,E
4,E3,J-3,O-3-1,Working Started,B
4,C4,J-4,O-4-1,Working Started,A
16,D3,J-5,O-5-1,Working Started,A
33,B3,J-2,O-2-1,Working Finished,E
33,B3,J-2,O-2-2,Working Started,A
37,Source,J-6,,Ship Launched,
37,,J-6,,Ship Moved,
37,C1,J-6,O-6-1,Working Started,A
42,Source,J-7,,Ship Launched,
42,,J-7,,Ship Moved,
42,F1,J-7,O-7-1,Working Started,A
53,Source,J-8,,Ship Launched,
53,,J-8,,Ship Moved,
53,D2,J-8,O-8-1,Working Started,A
55,D1,J-1,O-1-1,Working Finished,A
55,,J-1,,Ship Moved,
55,S,J-1,O-1-2,Working Started,
55,Source,J-9,,Ship Launched,
55,,J-9,,Ship Moved,
55,D5,J-9,O-9-1,Working Started,A
62,Source,J-10,,Ship Launched,
62,,J-10,,Ship Moved,
62,D4,J-10,O-10-1,Working Started,A
63,Source,J-11,,Ship Launched,
63,,J-11,,Ship Moved,
63,H2,J-11,O-11-1,Working Started,A
64,D3,J-5,O-5-1,Working Finished,A
64,,J-5,,Ship Moved,
64,S,J-5,O-5-2,Working Started,
64,Source,J-13,,Ship Launched,
64,,J-13,,Ship Moved,
64,G1,J-13,O-13-1,Working Started,A
64,Source,J-12,,Ship Launched,
64,,J-12,,Ship Moved,
64,D3,J-12,O-12-1,Working Started,A
67,B3,J-2,O-2-2,Working Finished,A
67,,J-2,,Ship Moved,
67,S,J-2,O-2-3,Working Started,
73,Source,J-14,,Ship Launched,
73,,J-14,,Ship Moved,
73,D1,J-14,O-14-1,Working Started,A
74,S,J-1,O-1-2,Working Finished,
74,,J-1,,Ship Moved,
74,E4,J-1,O-1-3,Working Started,B
74,Source,J-15,,Ship Launched,
74,,J-15,,Ship Moved,
74,C3,J-15,O-15-1,Working Started,A
77,F1,J-7,O-7-1,Working Finished,A
77,F1,J-7,O-7-2,Working Started,A
78,S,J-2,O-2-3,Working Finished,
78,,J-2,,Ship Moved,
78,H1,J-2,O-2-4,Working Started,B
81,C1,J-6,O-6-1,Working Finished,A
81,C1,J-6,O-6-2,Working Started,A
81,S,J-5,O-5-2,Working Finished,
81,,J-5,,Ship Moved,
81,A2,J-5,O-5-3,Working Started,A
88,Source,J-17,,Ship Launched,
88,,J-17,,Ship Moved,
88,E7,J-17,O-17-1,Working Started,B
88,Source,J-16,,Ship Launched,
88,,J-16,,Ship Moved,
88,B3,J-16,O-16-1,Working Started,A
90,Source,J-18,,Ship Launched,
90,,J-18,,Ship Moved,
90,C2,J-18,O-18-1,Working Started,A
95,C4,J-4,O-4-1,Working Finished,A
95,,J-4,,Ship Moved,
95,S,J-4,O-4-2,Working Started,
100,H1,J-2,O-2-4,Working Finished,B
100,Sink,J-2,,Ship Delivered,
100,,J-2,,Ship Moved,
104,D5,J-9,O-9-1,Working Finished,A
104,,J-9,,Ship Moved,
104,S,J-9,O-9-2,Working Started,
104,E4,J-1,O-1-3,Working Finished,B
104,Sink,J-1,,Ship Delivered,
104,,J-1,,Ship Moved,
105,Source,J-19,,Ship Launched,
105,,J-19,,Ship Moved,
105,A3,J-19,O-19-1,Working Started,A
108,G1,J-13,O-13-1,Working Finished,A
108,,J-13,,Ship Moved,
108,S,J-13,O-13-2,Working Started,
108,A2,J-5,O-5-3,Working Finished,A
108,Sink,J-5,,Ship Delivered,
108,,J-5,,Ship Moved,
108,S,J-4,O-4-2,Working Finished,
108,,J-4,,Ship Moved,
108,C4,J-4,O-4-3,Working Started,A
111,S,J-9,O-9-2,Working Finished,
111,,J-9,,Ship Moved,
111,D5,J-9,O-9-3,Working Started,A
114,F1,J-7,O-7-2,Working Finished,A
114,,J-7,,Ship Moved,
114,S,J-7,O-7-3,Working Started,
118,D4,J-10,O-10-1,Working Finished,A
118,,J-10,,Ship Moved,
118,S,J-10,O-10-2,Working Started,
118,D1,J-14,O-14-1,Working Finished,A
118,D1,J-14,O-14-2,Working Started,A
120,D3,J-12,O-12-1,Working Finished,A
120,,J-12,,Ship Moved,
120,S,J-12,O-12-2,Working Started,
120,Source,J-20,,Ship Launched,
120,,J-20,,Ship Moved,
120,A1,J-20,O-20-1,Working Started,B
123,S,J-13,O-13-2,Working Finished,
123,,J-13,,Ship Moved,
123,A4,J-13,O-13-3,Working Started,A
125,S,J-7,O-7-3,Working Finished,
125,,J-7,,Ship Moved,
125,G1,J-7,O-7-4,Working Started,A
125,Source,J-23,,Ship Launched,
125,,J-23,,Ship Moved,
125,D3,J-23,O-23-1,Working Started,A
125,Source,J-21,,Ship Launched,
125,,J-21,,Ship Moved,
125,E8,J-21,O-21-1,Working Started,B
125,Source,J-22,,Ship Launched,
125,,J-22,,Ship Moved,
125,D4,J-22,O-22-1,Working Started,A
126,C1,J-6,O-6-2,Working Finished,A
126,,J-6,,Ship Moved,
126,S,J-6,O-6-3,Working Started,
126,D5,J-9,O-9-3,Working Finished,A
126,Sink,J-9,,Ship Delivered,
126,,J-9,,Ship Moved,
126,S,J-10,O-10-2,Working Finished,
126,,J-10,,Ship Moved,
126,D5,J-10,O-10-3,Working Started,A
128,S,J-12,O-12-2,Working Finished,
128,,J-12,,Ship Moved,
128,D2,J-8,O-8-1,Working Interrupted,A
128,D2,J-12,O-12-3,Working Started,A
128,,J-8,,Ship Moved,
128,E4,J-8,O-8-1,Working Started,D
131,Source,J-24,,Ship Launched,
131,,J-24,,Ship Moved,
131,A2,J-24,O-24-1,Working Started,A
134,C4,J-4,O-4-3,Working Finished,A
134,Sink,J-4,,Ship Delivered,
134,,J-4,,Ship Moved,
140,S,J-6,O-6-3,Working Finished,
140,,J-6,,Ship Moved,
140,C1,J-6,O-6-4,Working Started,A
143,D5,J-10,O-10-3,Working Finished,A
143,Sink,J-10,,Ship Delivered,
143,,J-10,,Ship Moved,
144,D2,J-12,O-12-3,Working Finished,A
144,Sink,J-12,,Ship Delivered,
144,,J-12,,Ship Moved,
148,A4,J-13,O-13-3,Working Finished,A
148,Sink,J-13,,Ship Delivered,
148,,J-13,,Ship Moved,
150,Source,J-25,,Ship Launched,
150,,J-25,,Ship Moved,
150,D5,J-25,O-25-1,Working Started,A
151,G1,J-7,O-7-4,Working Finished,A
151,Sink,J-7,,Ship Delivered,
151,,J-7,,Ship Moved,
151,E4,J-8,O-8-1,Working Finished,D
151,,J-8,,Ship Moved,
151,S,J-8,O-8-2,Working Started,
153,C3,J-15,O-15-1,Working Finished,A
153,C3,J-15,O-15-2,Working Started,E
154,Source,J-26,,Ship Launched,
154,,J-26,,Ship Moved,
154,H1,J-26,O-26-1,Working Started,A
163,E3,J-3,O-3-1,Working Finished,B
163,,J-3,,Ship Moved,
163,S,J-3,O-3-2,Working Started,
164,D1,J-14,O-14-2,Working Finished,A
164,,J-14,,Ship Moved,
164,S,J-14,O-14-3,Working Started,
165,S,J-8,O-8-2,Working Finished,
165,,J-8,,Ship Moved,
165,D2,J-8,O-8-3,Working Started,A
171,C2,J-18,O-18-1,Working Finished,A
171,C2,J-18,O-18-2,Working Started,E
172,C1,J-6,O-6-4,Working Finished,A
172,Sink,J-6,,Ship Delivered,
172,,J-6,,Ship Moved,
172,Source,J-27,,Ship Launched,
172,,J-27,,Ship Moved,
172,C1,J-27,O-27-1,Working Started,A
174,E7,J-17,O-17-1,Working Finished,B
174,,J-17,,Ship Moved,
174,S,J-17,O-17-2,Working Started,
174,C3,J-15,O-15-2,Working Finished,E
174,C3,J-15,O-15-3,Working Started,B
179,S,J-14,O-14-3,Working Finished,
179,,J-14,,Ship Moved,
179,B1,J-14,O-14-4,Working Started,A
184,A3,J-19,O-19-1,Working Finished,A
184,A3,J-19,O-19-2,Working Started,E
185,A2,J-24,O-24-1,Working Finished,A
185,,J-24,,Ship Moved,
185,S,J-24,O-24-2,Working Started,
186,S,J-3,O-3-2,Working Finished,
186,,J-3,,Ship Moved,
186,C4,J-3,O-3-3,Working Started,A
187,Source,J-28,,Ship Launched,
187,,J-28,,Ship Moved,
187,B2,J-28,O-28-1,Working Started,A
193,D2,J-8,O-8-3,Working Finished,A
193,Sink,J-8,,Ship Delivered,
193,,J-8,,Ship Moved,
193,C2,J-18,O-18-2,Working Finished,E
193,C2,J-18,O-18-3,Working Started,B
194,Source,J-29,,Ship Launched,
194,,J-29,,Ship Moved,
194,D2,J-29,O-29-1,Working Started,A
194,Source,J-30,,Ship Launched,
194,,J-30,,Ship Moved,
194,D1,J-30,O-30-1,Working Started,A
201,D3,J-23,O-23-1,Working Finished,A
201,,J-23,,Ship Moved,
201,S,J-23,O-23-2,Working Started,
204,S,J-17,O-17-2,Working Finished,
204,S,J-24,O-24-2,Working Finished,
204,,J-24,,Ship Moved,
204,A2,J-24,O-24-3,Working Started,A
204,,J-17,,Ship Moved,
204,E6,J-17,O-17-3,Working Started,B
205,A3,J-19,O-19-2,Working Finished,E
205,A3,J-19,O-19-3,Working Started,A
206,D5,J-25,O-25-1,Working Finished,A
206,,J-25,,Ship Moved,
206,S,J-25,O-25-2,Working Started,
207,C3,J-15,O-15-3,Working Finished,B
207,C3,J-15,O-15-4,Working Started,A
207,Source,J-32,,Ship Launched,
207,,J-32,,Ship Moved,
207,D5,J-32,O-32-1,Working Started,B
207,Source,J-31,,Ship Launched,
207,,J-31,,Ship Moved,
207,G1,J-31,O-31-1,Working Started,A
209,Source,J-33,,Ship Launched,
209,,J-33,,Ship Moved,
209,D3,J-33,O-33-1,Working Started,A
209,Source,J-34,,Ship Launched,
209,,J-34,,Ship Moved,
209,D4,J-22,O-22-1,Working Interrupted,A
209,D4,J-34,O-34-1,Working Started,A
209,,J-22,,Ship Moved,
209,A4,J-22,O-22-1,Working Started,A
210,B1,J-14,O-14-4,Working Finished,A
210,Sink,J-14,,Ship Delivered,
210,,J-14,,Ship Moved,
211,S,J-23,O-23-2,Working Finished,
211,,J-23,,Ship Moved,
211,D2,J-29,O-29-1,Working Interrupted,A
211,D2,J-23,O-23-3,Working Started,A
211,,J-29,,Ship Moved,
211,E4,J-29,O-29-1,Working Started,D
212,Source,J-35,,Ship Launched,
212,,J-35,,Ship Moved,
212,F1,J-35,O-35-1,Working Started,A
214,S,J-25,O-25-2,Working Finished,
214,,J-25,,Ship Moved,
214,E3,J-25,O-25-3,Working Started,D
219,C4,J-3,O-3-3,Working Finished,A
219,Sink,J-3,,Ship Delivered,
219,,J-3,,Ship Moved,
221,A1,J-20,O-20-1,Working Finished,B
221,A1,J-20,O-20-2,Working Started,E
227,C2,J-18,O-18-3,Working Finished,B
227,C2,J-18,O-18-4,Working Started,A
231,E3,J-25,O-25-3,Working Finished,D
231,Sink,J-25,,Ship Delivered,
231,,J-25,,Ship Moved,
231,Source,J-36,,Ship Launched,
231,,J-36,,Ship Moved,
231,E3,J-36,O-36-1,Working Started,B
234,A2,J-24,O-24-3,Working Finished,A
234,Sink,J-24,,Ship Delivered,
234,,J-24,,Ship Moved,
234,D2,J-23,O-23-3,Working Finished,A
234,Sink,J-23,,Ship Delivered,
234,,J-23,,Ship Moved,
237,Source,J-37,,Ship Launched,
237,,J-37,,Ship Moved,
237,E7,J-37,O-37-1,Working Started,B
238,A3,J-19,O-19-3,Working Finished,A
238,A3,J-19,O-19-4,Working Started,A
242,E4,J-29,O-29-1,Working Finished,D
242,,J-29,,Ship Moved,
242,S,J-29,O-29-2,Working Started,
243,C3,J-15,O-15-4,Working Finished,A
243,,J-15,,Ship Moved,
243,S,J-15,O-15-5,Working Started,
244,E8,J-21,O-21-1,Working Finished,B
244,,J-21,,Ship Moved,
244,S,J-21,O-21-2,Working Started,
247,B2,J-28,O-28-1,Working Finished,A
247,B2,J-28,O-28-2,Working Started,A
248,A1,J-20,O-20-2,Working Finished,E
248,A1,J-20,O-20-3,Working Started,E
248,S,J-29,O-29-2,Working Finished,
248,,J-29,,Ship Moved,
248,C3,J-29,O-29-3,Working Started,A
251,E6,J-17,O-17-3,Working Finished,B
